task_index	phase	seed	parent_kind	parent_id	score_anchor_id	continuum_target_id	analysis_partition	source_table	source_table_sha256	source_row_sha256	target_wavelength_um	lsf_node_global_index	lsf_node_index	lsf_quadrature_weight	lsf_profile	target_resolving_power_R	wavelength_um	instrument	source_segment	native_run_id	model_input_representation	conversion_before_aggregation	aggregated_representation	wavelength_file	wavelength_file_sha256	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	aperture_name	east_arcsec	north_arcsec	aperture_radius_arcsec	model_index	model_label	mass_factor	envelope_size_exponent	cavity_tag	requested_half_opening_deg	cavity_h0_token	cavity_r0_token	cavity_exponent_token	mdot_token	inclination_deg	envelope_amin_um	envelope_amax_um	accepted_packets	rt_sed_method	processes_per_task	openmp_threads	temperature_file	temperature_file_sha256	temperature_role	optical_coverage_role	direct_scoring_role	h2o_mass_fraction	silicate_mass_fraction	abundance_token	reference_h2o_mass_fraction	source_phase	source_task_index	source_task_row_sha256	parameter_role	parameter	parameter_sha256	dust_role	task_workdir	task_row_sha256
221	full_h2o	52001	logical_target	h2o_3um_v3_w011	h2o_3um_v3_w011		h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	896bb17127e4315e28c714b23705363a98a26132560e1059867ede44b0bc9efc	3.5744323010028149	51	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5735750145276324	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/logical_target/h2o_3um_v3_w011/node01.lambda	8662342337a6bec65683e86fa2b2a979225e52abf507e242e1025ff10420b635	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_wing_nuisance_not_scored	0.04	0.96	x0p04	0.05	full_h2o	51	3028a7fccad64a9a347b01c11213fc74d5a7c9eb80e3b813aa7b400d7e369294	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t221_h2o_3um_v3_w011_n01_s52001	858ca5408480436c9254fd1ff7ae155b3de3dce8a3944c6ebc2ca4dc5311ea40
222	full_h2o	52001	logical_target	h2o_3um_v3_w011	h2o_3um_v3_w011		h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	2a3a0cdefb7019c2fe3f0a0bacbeb9f2e9fff72138c73be340e09afd0ab39104	3.5744323010028149	52	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5744323010028149	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/logical_target/h2o_3um_v3_w011/node02.lambda	6e1d7a4449544f7c599611a3f686861c29391687e12a2d6688b12a50c3dd67df	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_wing_nuisance_not_scored	0.04	0.96	x0p04	0.05	full_h2o	52	0c43fb61db1eec068a54a0b745cfe280ff4417d9fb9e2704079a9d961da56940	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t222_h2o_3um_v3_w011_n02_s52001	55469ff241ea37b15b321a4c0de2a77a7c142ac2a0f1d997ef5701657cd4cf21
223	full_h2o	52001	logical_target	h2o_3um_v3_w011	h2o_3um_v3_w011		h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	513ae13dc1c458a2063b52f299ad22b6ea530aa6ef26db5c058b4e33383778e6	3.5744323010028149	53	3	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5752897931376233	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/logical_target/h2o_3um_v3_w011/node03.lambda	09fe7051a3c425ef2a877f74c26ad7cfb24edc8806b961ec97ebd988f5e0a5b8	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_wing_nuisance_not_scored	0.04	0.96	x0p04	0.05	full_h2o	53	d3cfd06551501d4b634762e941056bfb27146a6141ae3b5698a64591025825cb	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t223_h2o_3um_v3_w011_n03_s52001	c1e212bdeaa158a9904e2afbcdd98d364351c615b3f1851d4f144375034ddd23
224	full_h2o	52001	logical_target	h2o_3um_v3_w011	h2o_3um_v3_w011		h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	505dedecfc8e371a55ce5c7dfbf643b07266d2f3fd013727d3ce4b994ebfb089	3.5744323010028149	54	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5762396980521727	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/logical_target/h2o_3um_v3_w011/node04.lambda	f71150b37566b5185b79f6734bd1a71f7bd353245af44633b159b157e95eaadc	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_wing_nuisance_not_scored	0.04	0.96	x0p04	0.05	full_h2o	54	de9dc2c01d5503eeeb76c78301bb1b6607dd9e581378d93a60b7babd175361ea	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t224_h2o_3um_v3_w011_n04_s52001	4ed111d8d60e88e8282a7917aeec569b76b6de7e0348059085942b56ebf6aa87
225	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	78ec238b138658dbb2f02c7ad960a0ccd3e1964c1497590c0ea6e6300d20d9cf	2.5747747777204344	0	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5734735113823457	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node00.lambda	bb5006a85014df8b9af1bfb8a5920ae7f25f6c3f60c60f2daf5e2cef5179f3da	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	55	696527eb2adf40d24b90495854bb3428723841404261bb51cf25567e3922e1ef	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t225_h2o_continuum_blue_q20_n00_s52001	8c0beab9a50c1405deb5d679b958709a7d1176866875af54b67efcd3e9619c3b
226	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	54fe5355ee40d66760ed195791ec0cc4a4448eb2b8d1f4b3ca1bd43ef7fb4fb6	2.5747747777204344	1	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5741572476044041	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node01.lambda	c06eafeb605e5e51ed5019a58e632d5373e3602a43712428652fced45d904658	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	56	be3acceadb710001700d9c7b17531fd20fb035fc7407cb7adc69b8a29496ea66	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t226_h2o_continuum_blue_q20_n01_s52001	44d180830ef6a95ab78dfeb48b50469b112898d54513b558aa2159f959596cda
227	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	cf78524a52bff46c783b6daa34e429ecc7b565780603d8706b22ff47608426cc	2.5747747777204344	2	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5747747777204344	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node02.lambda	3f2e21b1cee344aa246cbd4a5236c60c2d928c11e1bae94709d4cc6a5fab49c3	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	57	e866b9c09f2009fb01f765516012d06c16ab42890f219471f73ec276a387fefe	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t227_h2o_continuum_blue_q20_n02_s52001	ff23e2fe7cbc616aa8a3c89d5d3226c43050151bf73c2264743c6823d8decd9d
228	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	f5cc37844bbaa03a52bf002773012d4500409ea57892ff2a100b7619aa7482dc	2.5747747777204344	3	3	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5753924559794905	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node03.lambda	5ab38611785e6df1bde74f9050dabc19c9c9ab0cc51551264fc3fce150e2173e	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	58	724d232002d4b25417e93268d32ca81a76782ac95a3e5f6ade14aa48984ac0ce	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t228_h2o_continuum_blue_q20_n03_s52001	ba952cc5d19aed32eaa12f0d1effd16635eb45c32bcc2702131c6d186013ef5d
229	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	b44ef7ed0150a6fdd805472ca2d1c1ea0b66d0a5d0d66ea71f6bb85840639c58	2.5747747777204344	4	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5760767020385162	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node04.lambda	510277276b54bc7f781872f1f42ff91112187ef46de65259ac3af63d03618dce	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	59	54a84271e3666b61a8365177a5adb5618a119b3423df015e4f568dfdbd7a8f3e	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t229_h2o_continuum_blue_q20_n04_s52001	4f95e0cd3172d90b4fbae383c9048a36dea11ebe407229b1390cef8bce82b6f5
230	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	84a7854dfe22ecef7018b4c91b6b3a7bd32798c8f8bd9a4c2cf6a272bd3a4231	2.6122960249124896	5	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6109757956979753	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node00.lambda	f837effd132adde9de61efe712fb2649b30ffb3cf07b53647d3868fe89548263	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	60	7c58350ce253b47dd111eeceabb8d4da75022d40cf7a84e01e3f513eb1fc5f8d	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t230_h2o_continuum_blue_q50_n00_s52001	4058035a8b9099299fcc79a5fb937b0e74ff0b6efa92e3d2fb16a00130e1a56e
231	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	a7173d8233a1ffabea214c47eda74399158f06bd457e07b56bac54e58c9637fb	2.6122960249124896	6	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.61166949575688	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node01.lambda	c84d8d33dd33b6245a9793c7a03efa56538693ddd1e350f12834b20d0e870101	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	61	af823a730dbdb9b2f630f2e1d5309598f16f9dd5e7c1c7b59cd10406064e9660	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t231_h2o_continuum_blue_q50_n01_s52001	fa749e4b6dcfc8dad1ef37613d990fb96b284c86848424422078d623f706924c
232	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	805de01f55f335c3c38b14f88d0bbdc3abbf81db2fc5cf90b9f3cdcee3efef45	2.6122960249124896	7	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6122960249124896	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node02.lambda	0e84cf42d019b3ce7e6fc4b3a1dcf0b0a714d3cf2c881c3522bad8daa6144c6a	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.04	0.96	x0p04	0.05	full_h2o	62	72b56f694228e925cf9cccc445e1355f16efd41c19c2e8f4be021b408ac58cc6	h2o_selected_x0p04	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p04_rt.para	9c4c70e8b4348d36edd1af8b24b37c3ed573b5897459b34c593e173e09e95f0b	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p04/t232_h2o_continuum_blue_q50_n02_s52001	aed2410f37c9f8c8b537cce503ef4c33223a3d93ac6b5ac1dde5243ca3424845
